id	miner	hash	time	difficulty	total_difficulty	uncle_count
20430021	0x1f9090aae28b8a3dceadf281b0f12828e676c326	8394e41ca359900460abad5b328dadcf3f23303bd8274f73f77e8cce84d969de	2024-08-01 00:09:47	0	58750003716598352816469	0
20430022	0x7345c51439d1c84949f56a6ad0ecdf3f3f1d2be2	621dcce590493b7dba6f5f1bf7eb8a7b4c084b989678e2af467c86f09b6b901a	2024-08-01 00:09:59	0	58750003716598352816469	0
20430023	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	f1fd40ceb2491ec3b088ef602bf1befc14fdd93ee3500050d2f030ca4263e9f1	2024-08-01 00:10:11	0	58750003716598352816469	0
20430024	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	be1f0bdd29e1d1aacd2a8094dc60d778fe67acf307ea7a6ef0df31a402c4f2e1	2024-08-01 00:10:23	0	58750003716598352816469	0
20430025	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	f55f7c0046fe32733bbde4916c869ce360430dddbeb939b05550bc110234ec1a	2024-08-01 00:10:35	0	58750003716598352816469	0
20430026	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	b90b919fc1c9f45ef6ef149378fbcbc52fb4630f652173820ad867deb32686e6	2024-08-01 00:10:47	0	58750003716598352816469	0
20430027	0x8e4f292e99a57ec6577f0105e9bba5f51bc5f585	9c8358d146aae9dd1a244f3ad6e796fed2c6feac830e7774b43a4ea3a72f754f	2024-08-01 00:10:59	0	58750003716598352816469	0
20430028	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	e3e8de5ad773e77938b291b891fe5aab073ccf5d1c873df5bcd4b4e236a6a768	2024-08-01 00:11:11	0	58750003716598352816469	0
20430029	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	189bf64bd1d4483eb638fea87d93e5275d0740adc9d454dd06893fc8df8a7d3b	2024-08-01 00:11:23	0	58750003716598352816469	0
20430030	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	5b055e32d1362fa926676cc182fd6105a85e80d90dee0b423ba744a1a115d902	2024-08-01 00:11:35	0	58750003716598352816469	0
20430031	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	8d5c9db1d94d4a51908fce9767e710e37e6060528114eb05166fe63a02de890b	2024-08-01 00:11:47	0	58750003716598352816469	0
20430032	0x1f9090aae28b8a3dceadf281b0f12828e676c326	23e4589c3a986134086e89cdf83dad1f5b10748e479f1a49415d942bb3950b53	2024-08-01 00:11:59	0	58750003716598352816469	0
20430033	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	2cd6521fe66aa4c3c45daf6a4ef398c40cb7b6754744ff60596bb3035d622c1f	2024-08-01 00:12:11	0	58750003716598352816469	0
20430034	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	68d55b020b43b9baed3ddc1de1ec8d66f6a563512e70190a801c7b585ee9cf47	2024-08-01 00:12:23	0	58750003716598352816469	0
20430035	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	098fbc48f5770b612366a52092b09866367d4e86e26f94196019421f6ba55dc7	2024-08-01 00:12:35	0	58750003716598352816469	0
20430036	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	b44473d9413de5f1411cec1317e7cc374fe710ebfa2509073c9a80062ec083ef	2024-08-01 00:12:47	0	58750003716598352816469	0
20430037	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	318cb341aaa73d63fdbde719b1d55edab896cfff2c72ffa66a37f442be5de433	2024-08-01 00:12:59	0	58750003716598352816469	0
20430038	0x85dd94de89ad5da0966cdbd9bb5f9efd24782fa5	6163128c8e2013510b3ce65d6143bb1c3abe97abff22f5297433f884f5e610ba	2024-08-01 00:13:11	0	58750003716598352816469	0
20430039	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	960d3fcbdfde0cfd44d2d5067e77605b45e06f18c351118456197778910a2442	2024-08-01 00:13:23	0	58750003716598352816469	0
20430040	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	ae271f8d94afb8d17dc788572ee9ed095a0581dd63cce7660b1962aee480e630	2024-08-01 00:13:35	0	58750003716598352816469	0
20430041	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	341f05e4e4303c6bb4a111dabb7bc089c93cf573968b7f7686d72fb76d7b6c72	2024-08-01 00:13:47	0	58750003716598352816469	0
20430042	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	8e145c81c158177aa7b0e545f770449998ab77585c60fdaaddf6b88e800157c7	2024-08-01 00:13:59	0	58750003716598352816469	0
20430043	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	1525d9d218389fe3092ecba41432fb41256bc430fd43b80b1cadc1bed3b2b7f9	2024-08-01 00:14:11	0	58750003716598352816469	0
20430044	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	6c489d614eea27c5c81561c7455a89839936f5fc3e35b7f4e3cb5792d6638a71	2024-08-01 00:14:23	0	58750003716598352816469	0
20430045	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	6037673ee28276aff3eb42e18bf0dfa5e0ad1dd6141e9ec26c7f90ddc7034299	2024-08-01 00:14:35	0	58750003716598352816469	0
20430046	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	8b9f51d3f93046d94e65c36f1fe5efede655353b6ceb5b4fb8f14d93a2f517e0	2024-08-01 00:14:47	0	58750003716598352816469	0
20430047	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	b35c562ba5e80bbab28f12eea49dc31e3d1240c2bf285647ef7bd709e6803633	2024-08-01 00:14:59	0	58750003716598352816469	0
20430048	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	064c394600343d02404ce305c3807a61f71ec2a15457da15fab5f1f44e3df418	2024-08-01 00:15:11	0	58750003716598352816469	0
20430049	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	7f1bf77730f854df4e825fe59ee7a7cb690c6245047928b2cfb9d1bfd1d61531	2024-08-01 00:15:23	0	58750003716598352816469	0
20430050	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	d3db63ddcc2381477a83f4716b1b38131c0c5af29e8548778f0e22aa649be3e4	2024-08-01 00:15:35	0	58750003716598352816469	0
20430051	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	4a41dc977994d8f6126b1310a4c94af52f940d39bf4555ef8f291185da9d3688	2024-08-01 00:15:47	0	58750003716598352816469	0
20430052	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	3f0c9d788c8e75bb51a4469b81d600ced31f88a87936b8564b64ec3d355f39c8	2024-08-01 00:15:59	0	58750003716598352816469	0
20430053	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	e0eafbaf5887268fc41860c6fc68fed015ef99171dcc3bae47878f73960121de	2024-08-01 00:16:11	0	58750003716598352816469	0
20430054	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	ab9d2eb96e0f9e3a2af5b3b1a3f6a13ed3e4511267a945259b0e779a12a23985	2024-08-01 00:16:23	0	58750003716598352816469	0
20430055	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	feb8d3331ca9c90e787a5b2f17b1bee2b0fc7c99232b5392ec72a868007a009d	2024-08-01 00:16:35	0	58750003716598352816469	0
20430056	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	f46a975fc58b58df3b8c627b4c6f8d98b4d199c566e925db165ee9a2e98c6d85	2024-08-01 00:16:47	0	58750003716598352816469	0
20430057	0x388c818ca8b9251b393131c08a736a67ccb19297	dd0d3dd6009235dadca70fd972e8a65e36aadfb3b40590aae1e6f50a51a3f187	2024-08-01 00:16:59	0	58750003716598352816469	0
20430058	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	d392b1868700fc04c08e839f0f7bc7f3aaf844b38ef72137420ae5b204913daf	2024-08-01 00:17:11	0	58750003716598352816469	0
20430059	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	736059fa9ded87a4453b4ca7dc1043498aabd46aeac96863afe7ffd1fdd918bf	2024-08-01 00:17:23	0	58750003716598352816469	0
20430060	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	a05011b71840ec51cd65f24a5d47e0edfa2dc8c0f156a3995b6a817175129c29	2024-08-01 00:17:35	0	58750003716598352816469	0
20430061	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	a115d003c0264c6f5312800fe7e6803c54cad78a035d11a01c15c9342e945562	2024-08-01 00:17:47	0	58750003716598352816469	0
20430062	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	90136124deb29489ed8a349d99a2acc8ca398a188399acd20f4db2e44d5c91e5	2024-08-01 00:17:59	0	58750003716598352816469	0
20430063	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	b674044b8afaa26f7318aceae824ebae99f197a747a218b5c980b7004c74328a	2024-08-01 00:18:11	0	58750003716598352816469	0
20430064	0x388c818ca8b9251b393131c08a736a67ccb19297	305e3f2444ae4b9ecf73aa9098918bcd3c1c75c719876a5961195339a3743ca6	2024-08-01 00:18:23	0	58750003716598352816469	0
20430065	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	60319657db0df673893b81f63d96446ded6d015f325a87f2ba0cb4023c34370a	2024-08-01 00:18:35	0	58750003716598352816469	0
20430066	0x7e2a2fa2a064f693f0a55c5639476d913ff12d05	b644d17866f8fd89303c731997746657fe635edce7ed06b648258d657299dc5b	2024-08-01 00:18:47	0	58750003716598352816469	0
20430067	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	3503001547b28fef92ce26c94d571b75f3d1f93dfabbbaf88a0e30c35abd6cb0	2024-08-01 00:18:59	0	58750003716598352816469	0
20430068	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	d0e074be512e6783230ae52b64ab12c51826d0f2c669364785ad47e83fea16f5	2024-08-01 00:19:11	0	58750003716598352816469	0
20430069	0x388c818ca8b9251b393131c08a736a67ccb19297	2f38a5717e1e22b8d0ca8d7e4baf2c1cfd2ca2e25120ad035aad1c4ae692bd1d	2024-08-01 00:19:23	0	58750003716598352816469	0
20430070	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	dceb07eb60016839a4c32c9aeadd90936bd9cb0370825795fa8e378b36b2c065	2024-08-01 00:19:35	0	58750003716598352816469	0
20430071	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	e734fae60bbfa39f068fcbeed5b3a159f681f1fd7bba356816db28bb752211cd	2024-08-01 00:19:47	0	58750003716598352816469	0
20430072	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	ce73e8ce856652a09d28f70d94321e751af5531a5b5cabc56e5a5dcdecec4e08	2024-08-01 00:19:59	0	58750003716598352816469	0
20430073	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	ecd64e877a81439fc6497e15a68f72dffb059efa79aa2143485050a74e3fc74f	2024-08-01 00:20:11	0	58750003716598352816469	0
20430074	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	a7899959e5cfd0323694bc2c40a78aafdb8ac19064f9936c97414d1b90b16221	2024-08-01 00:20:23	0	58750003716598352816469	0
20430075	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	f118a3a2ae3bfd1aeaac60e2aec4cde93ce74145998b27fc4fd2060b8700ed95	2024-08-01 00:20:35	0	58750003716598352816469	0
20430076	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	5b9d002c260abeb84e193be488dc5f260a9063880cf80aa778d9382728d63e43	2024-08-01 00:20:47	0	58750003716598352816469	0
20430077	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	da31972e8d0be384bb0a1cf26521490de6f7ca4c91a67fb5a260b4c185d04098	2024-08-01 00:20:59	0	58750003716598352816469	0
20430078	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	3c073cd39cef5d4cc7ef1671a3532da389f288b0fe72569c1eb114af6a79977f	2024-08-01 00:21:11	0	58750003716598352816469	0
20430079	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	c07ede2c75e4ad1ead7fdfe1035175e1bfd0bd6efa409135d64b4c1669221703	2024-08-01 00:21:23	0	58750003716598352816469	0
20430080	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	c0e6ca5176525ec2ea0ae4892b67f6448ead352a0817ed8f6477a550941cf8b4	2024-08-01 00:21:35	0	58750003716598352816469	0
20430081	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	28a3f9854ec4ab62fe5521fd2b66a8841a1edcf3d15313ded429da5fa5eb0dfc	2024-08-01 00:21:47	0	58750003716598352816469	0
20430082	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	165e5aaa4fc6e619589f77565e88e461d38e7ff01720dc5cf346ecdf597e7953	2024-08-01 00:21:59	0	58750003716598352816469	0
20430083	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	16fefee03b1cbdf935e09631210693bca2fe530707ae2becb6392c593239bd3e	2024-08-01 00:22:11	0	58750003716598352816469	0
20430084	0x388c818ca8b9251b393131c08a736a67ccb19297	b9d72d750fda512c1e7b79ce15c1b7d541f4b48c8bfddae8d3dce8b4da11c7a2	2024-08-01 00:22:23	0	58750003716598352816469	0
20430085	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	219f9618afef7ed55c8c60e806984851f4838032b7804b2e527a0d3a366b4e95	2024-08-01 00:22:35	0	58750003716598352816469	0
20430086	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	c211f6ccb408bde6c43deca8e6d4fd4f4a3ca18ec05ab00f47425bcd556e80b2	2024-08-01 00:22:47	0	58750003716598352816469	0
20430087	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	e1f1052da954134293213398f4ead753e05c98e34a7aa19d17c97c36145c980b	2024-08-01 00:22:59	0	58750003716598352816469	0
20430088	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	55783aa9b06184e5bc538de3dd01dcfc5ad1b2930c23212567c0baff35b9feca	2024-08-01 00:23:11	0	58750003716598352816469	0
20430089	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	29f52d07fef31ea5e39ab318868d6d9ebcda655ec7d219786d1af3265b2868ea	2024-08-01 00:23:23	0	58750003716598352816469	0
20430090	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	1a2c72258bf1e273b9160fc22279e1cf4b5af3bcda69a033c32530e12ce333ac	2024-08-01 00:23:35	0	58750003716598352816469	0
20430091	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	c722b9def2972cc788ee95518568819b29205e6c5680b05a9d63fadd8b91199d	2024-08-01 00:23:47	0	58750003716598352816469	0
20430092	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	b4b8dd8a416584489bce5aea01e12fbebabea37be76c8e7031fca1e2d99619ce	2024-08-01 00:23:59	0	58750003716598352816469	0
20430093	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	4cfb7d3ec1f4b313b08403e1c0a209c71b5afeec3cf137e4dc8cb38e577961b4	2024-08-01 00:24:11	0	58750003716598352816469	0
20430094	0x634316ea0ee79c701c6f67c53a4c54cbafd2316d	99b8d3c4dd9bd2d36d504b4e52f7674c205e294fd281301a8b2aabd9149a3779	2024-08-01 00:24:23	0	58750003716598352816469	0
20430095	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	6fc5118cb7a3fe5eeca58d8655513f6d2e3e5e3f3313e9631fe8b50c60b2698a	2024-08-01 00:24:35	0	58750003716598352816469	0
20430096	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	dad4c56e33c1a673b42a1b4ea0473ac24c72c6370fe50290c0b2842554cc29b6	2024-08-01 00:24:47	0	58750003716598352816469	0
20430097	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	ffc76da63bd77b9666cca1198faa4ca38b1a6a3d2d2fdca14fb063bcbbee3e52	2024-08-01 00:24:59	0	58750003716598352816469	0
20430098	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	5b370c26bce19f2c6b753581077554d1ede31ada1595872f5ed1da3ba38f410a	2024-08-01 00:25:11	0	58750003716598352816469	0
20430099	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	e193e2da2c2376ddb3beb00309fc4c4039b9aba679d0d162afa7e1b12d3fa9ac	2024-08-01 00:25:23	0	58750003716598352816469	0
20430100	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	cda990d435ab34b77f1d35a0356e1f46d6d5443e650dfc91130e624bef8afcb4	2024-08-01 00:25:35	0	58750003716598352816469	0
20430101	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	7b1c530802ed011416bc68fc7b37adbcec4371905d458d6f0e1b91ee5f16d31f	2024-08-01 00:25:47	0	58750003716598352816469	0
20430102	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	47d4694a664fd8cb5d61711375aabe65173b97d31c42cd075ce5a978bfcae629	2024-08-01 00:25:59	0	58750003716598352816469	0
20430103	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	bb52a266fbf79c2b119b6131486e19715bcb323eef7543eacff23ccd8d7ac448	2024-08-01 00:26:11	0	58750003716598352816469	0
20430104	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	0b7ec8d1eb0bb1f5569303f051aa0927a2d306a55135406d50578fb92ecdbe95	2024-08-01 00:26:23	0	58750003716598352816469	0
20430105	0x95222290dd7278aa3ddd389cc1e1d165cc4bafe5	22a9b9371d8374a08e53eddcba5245d31383161eff9574e6206fd1bcb692d33e	2024-08-01 00:26:35	0	58750003716598352816469	0
20430106	0x4838b106fce9647bdf1e7877bf73ce8b0bad5f97	ebe76eabc86c064e30df36cde4302c8a32d4a7723fc6ccabd02bb46f736d14e9	2024-08-01 00:26:47	0	58750003716598352816469	0
